gene_id,freq_Linear,freq_BFB,freq_Circular,freq_HR
ENSG00000000419,5.915317559153181,2.8019925280199303,4.04732254047322,7.4719800747197995
ENSG00000000457,7.471980074719801,11.830635118306398,5.60398505603985,6.2266500622665
ENSG00000000460,7.4719800747197995,11.830635118306398,5.29265255292653,6.2266500622665
ENSG00000000938,0.311332503113325,0.0,0.0,0.9339975093399752
ENSG00000000971,5.29265255292653,11.830635118306398,4.04732254047322,4.66998754669988
ENSG00000001036,1.55666251556663,0.311332503113325,0.9339975093399752,0.9339975093399752
ENSG00000001084,2.17932752179328,1.2453300124533,4.9813200498132,1.5566625155666298
ENSG00000001167,2.80199252801993,2.17932752179328,7.16064757160648,2.17932752179328
ENSG00000001460,0.311332503113325,0.311332503113325,0.0,1.5566625155666298
ENSG00000001461,0.311332503113325,0.311332503113325,0.0,1.5566625155666298
ENSG00000001561,1.8679950186799499,1.55666251556663,5.60398505603985,1.8679950186799499
ENSG00000001617,0.0,0.311332503113325,0.62266500622665,0.62266500622665
ENSG00000001626,2.17932752179328,2.17932752179328,3.4246575342465797,5.91531755915318
ENSG00000001629,6.2266500622665,4.04732254047322,4.9813200498132,9.33997509339975
ENSG00000001630,5.915317559153179,4.04732254047322,4.9813200498132,9.33997509339975
ENSG00000001631,6.2266500622665,4.04732254047322,4.9813200498132,9.33997509339975
ENSG00000002016,5.29265255292653,1.55666251556663,2.4906600249066,4.9813200498132
ENSG00000002330,0.311332503113325,0.311332503113325,0.9339975093399752,1.55666251556663
ENSG00000002549,1.8679950186799503,0.62266500622665,0.62266500622665,1.55666251556663
ENSG00000002587,2.17932752179328,0.311332503113325,0.9339975093399752,1.55666251556663
ENSG00000002726,2.80199252801993,2.17932752179328,3.4246575342465797,5.60398505603985
ENSG00000002745,2.17932752179328,2.17932752179328,2.80199252801993,5.60398505603985
ENSG00000002746,1.2453300124533,3.42465753424658,2.17932752179328,4.9813200498132
ENSG00000002822,2.17932752179328,3.7359900373598998,2.80199252801993,4.35865504358655
ENSG00000002834,4.35865504358655,2.4906600249066,3.7359900373598998,7.783312577833129
ENSG00000002919,2.80199252801993,1.55666251556663,2.17932752179328,4.04732254047322
ENSG00000002933,2.80199252801993,2.17932752179328,3.4246575342465797,5.29265255292653
ENSG00000003056,3.11332503113325,1.2453300124533,3.11332503113325,4.66998754669988
ENSG00000003137,0.62266500622665,1.55666251556663,0.311332503113325,2.80199252801993
ENSG00000003147,1.5566625155666298,3.7359900373598998,3.11332503113325,4.66998754669988
ENSG00000003249,0.9339975093399752,0.311332503113325,0.62266500622665,0.9339975093399752
ENSG00000003393,0.62266500622665,1.8679950186799503,0.62266500622665,1.55666251556663
ENSG00000003400,0.62266500622665,1.8679950186799503,0.62266500622665,1.55666251556663
ENSG00000003402,0.62266500622665,1.8679950186799503,0.62266500622665,1.55666251556663
ENSG00000003436,0.62266500622665,1.55666251556663,0.62266500622665,1.55666251556663
ENSG00000003509,0.0,2.17932752179328,0.62266500622665,2.17932752179328
ENSG00000003756,0.0,0.311332503113325,0.62266500622665,0.62266500622665
ENSG00000003987,1.2453300124533,0.311332503113325,0.311332503113325,3.4246575342465797
ENSG00000003989,1.2453300124533,0.311332503113325,0.311332503113325,3.4246575342465797
ENSG00000004059,2.4906600249066,1.8679950186799503,3.42465753424658,5.60398505603985
ENSG00000004139,3.7359900373599007,1.2453300124533,1.55666251556663,3.42465753424658
ENSG00000004142,3.7359900373599007,1.2453300124533,1.55666251556663,3.42465753424658
ENSG00000004399,1.55666251556663,0.311332503113325,2.80199252801993,2.4906600249066
ENSG00000004455,1.2453300124533,0.311332503113325,0.0,1.55666251556663
ENSG00000004468,1.8679950186799499,0.311332503113325,0.9339975093399749,1.8679950186799499
ENSG00000004478,4.66998754669988,1.55666251556663,2.80199252801993,4.04732254047322
ENSG00000004487,0.311332503113325,0.311332503113325,0.311332503113325,1.5566625155666298
ENSG00000004534,0.0,0.311332503113325,0.62266500622665,0.62266500622665
ENSG00000004660,0.0,0.311332503113325,0.311332503113325,0.62266500622665
ENSG00000004700,4.66998754669988,2.17932752179328,3.1133250311332503,4.04732254047322
ENSG00000004766,5.603985056039849,4.04732254047322,4.66998754669988,8.7173100871731
ENSG00000004776,9.9626400996264,0.62266500622665,3.1133250311332503,3.7359900373598998
ENSG00000004777,9.9626400996264,0.62266500622665,3.42465753424658,3.7359900373598998
ENSG00000004779,2.4906600249066,1.55666251556663,0.62266500622665,2.4906600249066
